index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
807,0.11,-1.28,-0.02,-0.2924,-1.5708,0.4563,-0.0132,-0.0081,-0.0111,0.07,0.69,0.5425,-0.0668,-0.0675,-0.0951,-0.0158,-0.0558,-0.0602,-0.076,-0.044,-0.074,-0.044,-0.076,-0.079,-6.23,16.35,-42.39,-2.72,-7.44,-16.9,0,0,0,0.1979,-0.0347,0.2435,-7,-6.5,-9.2
808,0.75,0.09,-1.13,0.252,-3.4506,-3.6776,-0.0086,-0.009,0.0121,0.22,0.09,-0.525,0.0464,0.1194,0.0976,0.0117,0.0269,0.026,0.047,0.104,0.177,0.028,0.051,0.12,4.79,77.48,137.68,-4.32,-10.49,-5.29,0,0,0,0.17,0.21,-0.1,0.9,11.9,3.4
809,1.11,2.06,1.33,1.556,1.6402,-0.3389,0.0017,0.0143,0.0164,0.175,-0.6025,-0.0775,0.0425,-0.054,-0.051,0.0097,-0.066,-0.0967,0.011,0.045,0.114,0.012,0.07,0.142,-9.92,6.83,23,-16.19,-33.98,-37.52,1.66,-0.02,0.5,0.09,-0.09,0.08,5.1004,8.6385,10.4826
810,0.69,1.11,1.89,-0.1715,-1.2809,1.6713,-0.0041,-0.0059,-0.0027,0.125,-0.2,0.575,-0.0494,0.0696,0.0376,0.0322,0.1122,0.0278,0.025,0.147,-0.062,0.056,0.065,-0.196,27.07,59.46,-10.13,-10.77,3.91,-19.14,0,0,0,-0.00888,-0.42448,0.280749,-1.5,-9.4,-8.6
811,-1.82,-6.04,-2.07,0.2057,-2.7976,-0.6834,-0.0002,-0.0043,-0.0193,0.075,0.15,-0.325,-0.0502,0.0034,0.0442,-0.0342,0.0687,0.0585,-0.02,0.018,0.058,-0.03,0.014,0.007,-18.39,94.18,14.21,20.87,40.82,8.84,0,0,0,-0.012959,-0.214121,-0.401561,-3,-8.8,-5.1
812,1.99,6.12,5.73,1.6298,4.8767,7.0994,-0.0088,-0.0058,-0.0155,0.68,0.975,1.21,0,-0.2124,-0.1072,0,-0.036,-0.0285,-0.001,-0.131,-0.084,-0.009,-0.078,-0.066,-54.49,-306.23,-321.1,-67.01,-129.22,-124.35,0.2,-1.16,-0.27,0.27,0.4,0.67,3.98,1.55,4.12
813,-1.36,-0.72,-0.54,-0.3522,-4.7884,-3.3747,0.0022,-0.0145,-0.0303,-0.575,-0.78,-0.3575,0.0201,0.0577,0.0265,0.028,0.0358,0.0397,-0.002,0.08,-0.007,-0.002,-0.013,-0.01,-12.02,98.72,45.31,9.63,1.66,-6.86,0.26,0.3,0.21,0,-0.15,-0.02,2.0618,4.2811,6.8322
814,2.92,-6.78,-1.7,1.3348,-2.2326,-2.3286,-0.0069,-0.0065,-0.0179,-0.0625,-2.5,-1.35,-0.0388,0.1205,0.2624,-0.033,0.2491,0.5256,-0.016,0.067,0.116,-0.017,0.1,0.227,-14.54,89.92,166.1,-18.1,62.99,68.9,0,0,0,-0.01733,-2.79857,-1.61367,4.16,-9.52,1.52
815,0.58,-0.06,-3.26,0.7787,-0.6123,-3.808,-0.0034,0.0034,0.025,0.7225,-0.005,-0.905,0.0457,0.0563,0.1613,0.0079,0.0039,0.0117,0.058,0.132,0.223,0.03,0.044,0.054,0.22,32.6,97.28,-9.29,-11.62,36.11,0,0,0,0.18,-0.1,-0.61,5.4,5.5,11.9
816,-0.83,-2.84,-3.57,-1.4716,-3.9041,-2.9056,0.0026,0.0171,0.0338,-0.17,-0.56,-0.965,0.0211,0.0562,0.0972,0.0019,0.0038,-0.0002,0.036,0.115,0.183,0.022,0.02,0.011,37.59,95.68,89.48,5.45,34.26,49.97,0,0,0,-0.16,-0.28,-0.72,1.2,6.3,2.6
817,-0.84,-1.46,-1.03,-0.0301,-0.873,0.0176,0.0018,0.0002,0.0102,-1.055,-1.1075,0.0375,-0.0324,-0.1175,-0.0924,-0.0279,-0.0123,-0.0208,-0.043,-0.114,-0.057,0.006,0.001,-0.003,22.11,35.84,10.06,13.1,17.41,7.25,-0.26,-0.69,-0.3,-0.64,-0.56,0.05,-1.4744,-6.0592,2.0275
818,1.64,-0.4,-0.71,-22.0597,3.5585,-5.5521,0.0135,0.0657,0.0635,-1.202,-3.3145,-8.102,-0.0116,0.3513,0.0907,-0.0643,0.0534,0.0202,0.054,0.316,0.336,0.227,0.322,0.603,154.26,120.09,62.82,-38.59,11.06,-22.25,0,0,0,-0.4634,-1.6529,-5.6,1.6,16.7,3.3
819,0.1,3.26,2.25,-1.029,2.4542,1.524,-0.0012,0.0059,-0.0011,-0.35,0.85,0.4125,0.0318,-0.0243,-0.028,0.0639,-0.1682,-0.0954,0.039,-0.008,0.028,0.034,-0.021,0.055,12.99,-154.15,-58.94,-7.48,-55.18,-17.61,0,0,0,-0.16855,0.85554,0.58418,0.4,5.7,16.5
820,0.29,-1.81,-12.57,-1.5927,-2.8539,-8.0663,0.0069,0.0169,0.0098,-0.09,-0.6525,-0.42,-0.0094,-0.1352,-0.098,0.0081,-0.0411,-0.0215,0.059,-0.002,0.011,0.029,0.023,0.043,50.59,74.71,240.6,0.02,12.39,185.63,0.43,-1.32,-1.35,0.02,-0.12,-0.14,-0.4555,-9.3588,-10.3618
821,-2.35,-1.16,0.96,-1.7945,-0.673,0.9902,0.0099,0.0053,-0.0058,-0.1275,0.1575,0.8,0.0687,0.0845,0.1127,0.0199,0.0198,0.0281,0.053,0.096,0.105,0.011,0.009,0.043,60.73,67.57,29.55,17.31,10.65,-12.41,0,0,0,0.04,0.18,0.66,0.9,1.3,8.3
822,-0.62,-1.76,-1.89,-0.3513,-2.496,-3.6433,-0.0007,0.0106,0.0236,0.38,-0.0825,-0.8525,0.0213,0.0443,0.0363,-0.0162,0.0566,-0.017,0.031,0.099,0.131,0.021,0.119,0.114,13.99,62.04,55.19,-0.82,-1.04,-15.57,0,0,0,0.1448,-0.0007,-0.3266,1.5,5.9,5.2
823,0.56,-2.57,-2.79,0.8851,-2.3726,-1.5224,-0.0019,-0.0088,-0.008,0.4075,0.385,0.58,-0.0422,0.0201,0.0658,-0.0207,0.0123,0.021,-0.004,0.033,0.079,0.013,0.044,0.049,-4.3,66.58,28.96,-4.73,39.53,49.37,0.15,0.15,-0.13,0.19,0.32,0.26,0.4774,1.1032,1.1828
824,0.27,0.05,-0.05,0.5684,-0.0579,0.1245,0.0037,0.0086,0.0147,-0.075,-0.405,0.4,0.032,0.0747,-0.0312,0.0139,0.0196,-0.1063,0.047,0.116,0.032,0.037,0.133,0.054,2.23,-22.92,-73.67,-3.94,-16.59,-34.7,0,-0.91,-0.76,-0.28,-0.43,-0.05,-1.5541,-0.4112,-1.3092
825,2.49,4.24,4.7,1.8655,2.0452,3.1891,0.0025,0.0067,0.0044,0.1325,0.0325,0.215,-0.0089,-0.0142,0.0813,-0.0081,-0.0324,0.0243,0,0.017,0.074,0.006,0.016,0.019,-43.6,-49,-43.26,-22.54,-28.36,-14.19,0.43,-0.99,-1.66,0.09,0.13,0.15,2.5476,1.3434,-2.6445
826,0.39,0.87,0.96,0.5896,0.066,0.8321,-0.0043,-0.0172,-0.0242,-0.2875,-0.4,-0.805,-0.0017,-0.0461,-0.038,0.0019,-0.006,0.0094,0.005,-0.035,0.044,0.007,-0.025,0.03,-3.92,-17.26,-17.89,5.76,-27.04,-66.84,-0.46,-1.2,-2.12,-0.06,-0.18,-0.81,2.76,0.85,-6.72
827,0.78,1.07,0.28,-0.0872,-1.1169,-0.7734,-0.0045,-0.0149,-0.0211,0.025,-0.175,0.1,-0.0041,0.0802,0.0802,-0.0087,0.0834,0.0911,-0.039,-0.011,-0.045,-0.021,-0.02,-0.041,13.18,-65.75,-111.24,-8.93,-33.63,-56.55,0,0,0,0.001785,-0.145653,0.110117,0.8,-0.5,0.9
828,-0.06,-0.82,-2.8,0.1907,-0.4613,-3.037,-0.0012,0.0016,0.0076,-0.435,-0.4025,-1.2225,0.0522,-0.0016,-0.0632,0,0.0002,0.0154,-0.014,-0.079,-0.11,-0.071,-0.149,-0.164,-9.07,-29.83,4.92,-8.52,-9.43,-8.2,0,0,0,-0.1129,-0.1127,-0.566,-1.4,-2.2,-10.6
829,-0.18,2.87,-0.91,-0.9712,1.8471,-1.5283,-0.009,-0.0038,0.0284,-0.025,0.4409,-0.575,-0.0467,-0.3108,-0.299,-0.0239,-0.3176,-0.3261,0.041,-0.201,-0.222,-0.007,-0.152,-0.252,32.57,-93.85,59.2,9.63,-43.54,26.52,0,0,0,-0.03984,0.46582,0.00168,-5.5876,9.2221,-2.621
830,-2.18,3.71,2.37,-1.4666,4.746,4.345,-0.0097,-0.0207,-0.0009,0.36,2.15,2.83,0.0715,0.0445,0.038,-1.00E-04,-0.0004,-0.0171,-0.064,-0.107,-0.081,-0.031,0.009,-0.005,-0.12,-54.63,15.43,9.3,-33.8,4.19,0,0.05,4.54,0.17,1.09,1.43,-0.8,3.8,17.4
831,-2.19,-5.75,-1.14,-1.5477,-4.5163,-2.2165,-0.0017,-0.0032,0.0095,0.0575,0.09,-1.1025,-0.0184,0.0594,0.0629,0.0038,0.0512,-0.0313,0.032,0.135,0.214,0.038,0.079,0.098,49.85,107.56,15.76,20.62,76.16,10.03,0.33,0.21,0.36,0.02,0.04,0.08,2.4747,5.9541,3.7435
832,2.11,3.17,5.2,2.4617,4.3092,8.6949,-0.0046,-0.0038,-0.004,0.9275,0.9725,2.05,-0.0491,0.0914,-0.0436,-0.0236,0.0635,-0.0759,0.014,0.073,-0.021,-0.004,0.024,0.011,-73.51,-54.21,-174.77,-34.68,-52.46,-116.05,0.3,0.4,0.86,0.57,-0.41,0.98,6.8708,0.555,7.2432
833,-1.41,1.74,1.78,1.0934,1.9892,0.4613,-0.0046,-0.0145,-0.0081,0.085,0.57,0.475,0.0033,-0.0498,-0.0267,0,-0.006,-0.0039,-0.016,-0.065,-0.088,-0.012,-0.058,-0.078,-18.12,-59.9,-57.44,15.97,-45.95,-39.6,-0.33,-0.04,-0.42,0.2,0.16,0.77,-1.7,2.88,5.41
834,-0.3,-0.57,-1.9,0.9079,-0.0879,-0.8932,-0.0077,-0.0082,-0.0151,0.025,0.25,0.1,0.0585,0.0349,0.1179,0.0676,0.1185,0.1444,-0.013,-0.002,0.078,-0.007,0.023,0.047,-65.96,-3.62,27.05,-9.94,0.78,17.26,0,0,0,0.095656,0.112577,-0.170392,7.7,2,2.8
835,0.01,-6.32,-1.4,-0.0015,-7.4855,-0.5817,0.0018,0.0077,0.0064,-0.165,-0.42,-0.13,-0.005,0.1707,0.0699,-0.0141,-0.003,0.0185,0.002,0.093,0.125,-0.004,0.015,0.057,-25.29,139.56,-34.5,-15.08,111.06,-52.75,1.66,1.09,0.31,0.2,-0.18,0.05,-0.86,-7.66,-9.11
836,0,-10.49,0.16,0.4342,-0.3618,-3.8277,-0.0065,-0.0045,-0.0095,-0.275,-0.48,-0.62,0.0627,0.0792,0.1333,-0.0019,0.0846,0.1561,0.005,-0.006,0.002,-0.001,-0.002,0.005,-11.25,66.35,38.71,39.2,195.06,39.31,0.41,-1.12,-2.68,-0.1,-0.55,-0.64,0.3872,-6.6481,-7.1866
837,-1.03,-0.38,-0.22,-3.4327,-3.1408,-2.7965,0.0079,0.0079,0.0105,-0.8675,-0.5375,-0.1475,0.0529,0.0348,0.1232,0.0041,1.00E-04,0.0038,0.061,0.08,0.118,0.018,0.01,0.043,33.51,56.19,81.45,3.76,0.41,-10.07,0.01,-0.6,0.35,-0.27,-0.01,0.21,-3.7,-1.7686,-0.2681
838,-0.79,-1.91,-0.08,1.1355,-1.8557,-1.6047,0.0091,0.0327,0.0353,-0.01,-0.2525,0.795,-0.1056,-0.4091,-0.2517,-0.0399,-0.137,-0.0654,-0.017,-0.173,-0.26,-0.006,-0.12,-0.114,-22.68,19.51,56.53,9.85,25.5,25.41,0,0,0,-0.1334,-0.1747,0.4813,-7.9,-21.4,-8.1
839,-1.04,0.51,-0.06,-0.2151,0.8395,-0.8744,0.0113,-0.0073,0.0103,-0.275,0.67,-0.275,0.0516,0.0516,0.1653,0.0184,0.0269,0.0666,0.032,-0.005,0.112,-0.005,-0.06,0.158,22.45,26.45,117.23,10.88,5.05,22.96,0,0,0,-0.4158,0.2588,-0.0871,-0.2,2.1,7.6
840,-0.11,-0.14,-4.2,-0.53,2.1352,-0.5982,-0.0024,0.0107,-0.0152,-0.2,0.6325,-0.32,0.0054,-0.0333,0.1247,-0.0043,-0.0288,0.0377,-0.024,-0.038,0.051,-0.023,-0.03,-0.004,-30.91,4.33,65.66,-9.77,-4.92,23.8,0.64,1.41,0.81,0.08,0.7,0.06,1.3562,5.6134,1.1016
841,-0.57,-1.54,-3.83,-0.359,-1.839,-5.0642,-0.0035,-0.0091,-0.0244,-0.0125,0.0875,-0.4175,-0.0141,-0.0575,-0.1687,0.0039,-0.0054,-0.0496,-0.05,-0.131,-0.196,-0.024,-0.058,-0.128,-6.51,22.99,70.25,1.18,17.87,27.05,0.23,-0.89,-11.82,0.49,0.25,-0.06,0.7838,-3.7934,-17.9014
842,-4.3,-6.2,-8.08,-0.2933,-6.744,-2.9035,0.0011,-0.0006,0.0003,-0.125,-0.275,0.25,0.0561,0.1122,0.1127,0.0264,0.0919,0.1295,0.043,0.06,0.05,0.009,-0.027,0.004,25.74,198,151.34,90.31,152.65,244.43,-0.54,-1.82,-0.63,-0.07,-0.57,0.04,-3.5535,-9.9483,-5.0971
843,0.11,-1.7,0.16,-0.2732,-3.1011,-0.8018,-0.0011,-0.0199,-0.016,0.06,-1.4475,-1.195,-0.0198,-0.0572,-0.0414,-0.0163,-0.0583,-0.1426,0.001,-0.07,-0.024,0,-0.02,-0.043,3.73,102.39,79.45,-3.74,11.77,-8.39,0.33,0.01,3.03,-0.06,-0.47,-0.3,0.233,-3.5743,-3.8909
844,-1.38,-0.28,-0.94,-2.4576,-3.3726,-3.1746,0.009,0.0011,0.0078,-0.185,-0.0075,-0.165,0.0567,0.0464,-0.047,0.0044,0.0279,0.0043,0.128,0.128,0.11,0.03,0.028,0.03,69.96,74.89,96.25,8.27,-4.16,0.11,0.37,1.22,1.89,-0.18,-0.05,0.08,-0.9,-2.8,-1.7
845,-0.12,-0.05,-0.24,-0.5748,0.4053,-0.7818,0.0011,-0.0115,0.02,-0.2425,-0.03,-0.6475,-0.0237,0.0689,-0.0441,0,0.0117,0.0015,-0.017,0.076,0.14,-0.01,-0.012,0.059,4.66,-1.19,-18.83,-0.16,-15.27,-17.14,0.21,4.23,4.17,0.02,-0.08,-0.62,0.9975,11.3243,2.902
846,1.14,2.1,6.33,-2.7438,-1.702,1.6508,-0.0026,-0.0249,-0.0207,0.0225,-0.33,0.8525,-0.0294,0.038,0.1262,0.024,0.0874,0.0742,0.044,0.062,0.139,0.065,0.119,0.224,42.26,72.49,24.28,1.26,16.87,-7.35,0,0,0,-0.2965,-0.5145,0.9355,-2.9,-5.9,4.7
847,-0.14,-1.12,0.07,-0.5524,-2.3364,0.8287,-0.0058,-0.0085,-0.027,-0.27,-0.6275,0.8175,0.0171,0.1022,-0.0035,-0.0002,0.043,0.0175,0.011,-0.026,-0.195,0.012,0.037,-0.04,19.7,-1.35,-66.71,1.14,3.86,-18.64,-0.52,-0.85,-0.18,-0.29,-0.36,0.64,2,-2.4,-1.9
848,0.04,0.76,-0.12,-0.1743,0.1924,-0.2439,0.0063,0.0102,0.0095,-0.6275,-0.035,0.6225,-0.0159,-0.121,-0.1391,-0.0126,-0.0598,-0.081,-0.008,-0.051,-0.044,0.007,-0.006,-0.008,1.43,-64.88,-72.69,-0.18,-32.46,-48.07,0.1,1.16,0.94,0.21,0.66,0.98,0.4756,-3.345,-3.8696
849,1.73,-1.03,-5.51,-2.8972,-4.59,-10.597,0.0085,0.0206,0.0503,-1.035,-0.405,-3.39,-0.0751,0.0975,0.1642,-0.0731,0.0143,0.1191,-0.098,-0.01,0.002,0.012,0.091,0.225,50.24,130.66,108.3,-7.65,10.11,27.92,0,0,0,0.0543,-0.3162,-2.0362,1.7,0.2,-7.9
850,1.84,-0.82,1.19,2.076,0.8641,1.5422,-0.01,-0.0093,-0.0058,0.6025,0.5425,1.08,0.0475,0.0476,0.0805,0.0541,0.04,0.0453,-0.007,-0.01,0.039,-0.005,-0.014,0.007,9.57,63.64,16.15,-6.07,80.27,-7.56,0,-1.95,-0.17,0.23,0.37,0.33,-4.2089,-1.4213,5.308
851,0.21,-1.4,-0.28,-0.1286,-0.7412,-0.7217,-0.0084,-0.0043,0.0052,-0.2775,0.1125,0.3975,-0.0231,-0.091,-0.0447,-0.0176,-0.0553,-0.0757,-0.013,-0.02,0.054,0.001,-0.011,0.064,-9.16,2.14,-1.06,-5.34,-50.5,-39.9,-0.01,1.45,2.23,-0.17,-0.29,-0.55,0.7147,0.0483,-2.3604
852,0.44,-0.2,-1.02,0.3704,0.8327,0.3836,-0.0013,-0.0054,0.0006,0.485,0.855,0.655,-0.0333,-0.0591,0.1411,-0.016,-0.0643,-0.0491,-0.035,-0.122,0.003,-0.016,-0.026,0.016,-13.75,-43.26,-69.87,-3.29,-15.32,-13.64,0,0,0,0.1752,0.4647,0.3493,-3.1,-1.9,6.6
853,-0.01,0.58,-1.16,0.1353,1.1418,-1.4415,0.0098,-0.0021,-0.0064,-0.3225,-0.09,-0.155,-0.0918,-0.0008,-0.0756,0.0121,-0.003,0.0008,0.005,0.032,-0.006,0.019,-0.006,-0.007,1.85,-13.45,35.29,6.5,-14.88,-7.28,-0.62,-2.51,-5.39,-0.22,-0.46,-0.74,-4.158,-2.9698,-9.7837
854,0.97,0.16,0.55,0.3632,0.3443,-0.247,0.0024,0.0026,-0.0131,0.06,0.39,1.3025,0.0104,0.0884,0.1738,-0.004,0.0037,0.0117,-0.018,0.038,0.09,0.004,0.033,-0.013,8.16,25.26,60.03,-12.08,-10.48,-11.38,0.48,0.95,4.68,0.06,0.22,0.25,1.6062,1.5005,2.7355
855,0.68,0.54,0.75,0.6717,1.7105,0.5536,-1.00E-04,0.004,0.0046,0.005,-0.195,-0.285,-0.0347,-0.0365,-0.1324,-0.0225,-0.0601,-0.0922,-0.008,-0.071,-0.114,-0.01,-0.033,-0.056,-11.95,-0.59,-5.56,-24.35,-38.61,-47.16,-0.09,1.66,1.03,0.36,0.24,-0.04,0.4444,2.347,-1.3712
856,0.66,1.1,-3.68,0.2785,1.4285,-3.0474,0.0014,-0.0058,-0.0347,0.425,0.4125,-0.125,-0.071,0.0369,0.1788,-0.0837,0.0384,0.2734,-0.068,0,-0.04,-0.067,0.066,0,21.26,47.57,219.45,-5.02,15.84,76.29,0,0,0,0.065641,0.205472,-0.465221,3.6,10.6,7.3
857,0.56,-2.22,-0.48,-0.1902,-1.8996,-3.4674,-0.0076,-0.0003,0.0116,-0.1225,0.06,-0.82,0.0408,0.1199,0.0733,0.0241,0.105,-0.0093,-0.011,0.082,0.105,-0.025,0.079,0.066,-8.69,43.89,75.43,-2.11,2.24,-22.91,0,0,0,0.2552,0.0941,-0.2087,1.6,6.9,4.6
858,0.14,-1.18,-0.31,1.307,-0.6053,2.8228,-0.002,0.0283,0.0332,0.23,-0.155,0.4275,-0.0409,0.0768,0.1161,-0.008,0.0314,0.0674,-0.014,0.198,0.287,0.008,0.101,0.153,-28.35,64.17,40.12,-8.51,13.05,11.87,0.13,2.26,3.44,0.05,0.02,0.45,-0.8,8.2,8.8
859,7.13,-0.03,2.94,0.7222,0.7328,3.0591,-0.0038,0.0159,0.01,0.155,1.3325,3.1625,-0.0415,-0.1088,-0.1053,-0.0411,0.065,-0.023,0.026,-0.016,0.078,0.034,0.119,0.049,14.13,108.84,181.65,-29.81,42.51,66.8,0,0,0,0.1019,0.7209,1.841,3,-6.6,-3.1
860,1.03,-2.48,-3.43,0.9077,0.0707,-2.7939,-1.00E-04,-0.0352,-0.0528,0.35,-0.85,-1.575,-0.0948,0.2924,0.2699,-0.0911,0.4011,0.5011,-0.033,0.112,0.215,-0.003,0.176,0.069,-61.88,12.61,160.43,-18.69,22.48,59.74,0,0,0,0.15987,-0.2623,-1.36832,3.4,6.3,-11.1
861,0.96,1.05,0.17,1.0607,0.8966,0.794,0.0005,0.0131,0.0135,0.2,-0.0675,-0.485,0.0089,0.0789,0.027,0.0077,0.0274,0.0025,0.015,0.115,0.078,0.009,0.042,0.04,-19.5,-24.18,-57.43,-16.57,-27.02,-66.37,0.61,-0.13,0.1,0.22,-0.6,-0.16,2.5334,0.9778,1.6933
862,0.31,0.46,-0.12,-0.9772,-2.5589,-4.0705,-0.004,-0.0063,-0.0231,-0.01,-0.285,0.395,0.0268,-0.0393,-0.0645,0.0039,-0.0085,-0.0373,0.055,0.012,0.021,0.01,-0.021,-0.06,13.25,12.22,82.73,-9.13,-28.65,-23.04,-0.15,-1.87,-0.75,-0.06,-0.07,0.3,-0.3424,-3.0133,2.7205
863,6.45,6.51,6.63,3.9029,6.6829,9.7414,-0.0083,0.0298,-0.0091,0.45,0.175,1.05,-0.1767,-0.2502,-0.1035,-0.2586,-0.4606,-0.2419,-0.073,-0.073,-0.211,-0.174,-0.321,-0.488,-126.84,-74.08,-196.24,-54.14,-73.28,-46.1,0,0,0,0.82279,0.44265,0.9571,9.6,7.8,23.3
864,0.39,-1.25,2.1,0.6057,-0.9364,4.0249,-0.0093,-0.0176,-0.0237,-0.02,-0.475,1.91,0.0069,-0.0354,-0.0675,-0.004,-0.0489,-0.0138,0.037,-0.034,-0.105,0.032,-0.012,-0.098,9.27,5.96,-39.91,-6.95,-2.81,-40.77,0.46,1.09,2.49,0.2,-0.07,0.89,1.9389,3.2989,9.4957
865,0.14,1.15,-0.07,0.4516,3.6341,0.7393,0.0063,0.005,-0.0038,0.6375,1.7625,1.1925,0.0489,0.0757,0.1511,0.012,-0.0408,-0.031,0.009,0.056,0.148,0.003,-0.009,0.004,-16.68,-40.77,53.08,1.55,-10.26,15.7,0.61,2.86,1.99,0.05,0.61,0.47,1.7306,8.372,8.941
866,0.48,1.73,-1.62,-0.5698,1.1175,-4.1928,0.0111,-0.0022,-0.0019,-0.33,-0.495,-1.28,0.0111,-0.0146,0.1365,0.0084,0.043,0.1026,0.04,0.049,0.164,0.002,-0.169,-0.079,19.23,27.96,128.9,-1.02,3.06,13.67,0,0,0,-0.1355,-0.2159,-1.0526,1.3,4.8,6.4
867,1.1,0.64,-1.46,1.1527,-0.5957,-3.5183,-0.0017,-0.0038,0.0053,0,0.35,0.3,-0.0379,0.0577,0.1877,-0.0421,0.0429,0.1635,-0.043,0.033,0.173,-0.031,0,0.101,-70.18,-24.7,86.62,-28.94,-27.41,0.67,0,0,0,0.02397,0.126806,0.011925,1.5,5.6,-1.4
868,7.97,17.39,12.74,10.4713,22.6907,15.3585,-0.0299,-0.0103,-0.013,-0.6705,0.4875,2.58,-0.1262,0.2774,0.4937,-0.1057,0.1179,0.1762,-0.036,0.132,0.361,-0.115,-0.097,0.037,-214.39,-264.4,-86.18,-51.78,-96.21,-76.04,0,0,0,0.4169,1.1793,1.2847,23.9,-1.1,-3.5
869,0,1.4,1.34,-0.2434,0.3177,0.9235,-0.0015,-0.0039,-0.0069,0.105,0.44,0.845,0,0.0108,-0.0905,0,0.0208,-0.0385,-0.009,0.005,-0.082,0.011,0.009,-0.048,-3.54,-29.3,-70.85,0,-17.07,-28.09,0,-0.11,-0.85,0.09,0.35,0.89,0,-1.4861,-2.1721
870,-6.62,6.74,4.66,-4.6135,2.7006,8.1793,0.0084,-0.0311,-0.0044,0.4295,-1.7625,-2.45,0.2088,0.4215,0.8569,0.0653,-0.0528,0.2406,0.104,0.296,0.598,0.006,-0.083,0.068,94.74,4.2,35.97,52.54,1.73,10.31,0,0,0,0.6805,-0.36,-0.736,-0.4,-14.6,-25
871,0.18,-0.29,-0.61,0.7453,0.8257,2.0882,-0.0024,0.0013,-0.0124,0.3,-0.1375,-0.0775,-0.0133,-0.0942,-0.0473,-0.0002,0.0198,0.0046,-0.005,-0.04,0.006,-0.005,0.004,-0.016,-0.84,9.35,-38.73,-7.56,-5.23,-16.61,2.14,1.28,0.96,0.01,-0.07,-0.42,-0.2301,-6.4029,-5.8297
872,-3.32,2.95,-0.03,-1.7591,5.6237,-1.038,0.0086,0.0157,0.0173,-0.1475,1.1975,2.6975,0.0343,-0.2252,-0.0838,0.0081,-0.0299,-0.0068,0,-0.098,0.089,-0.009,-0.002,0.133,20.05,35.45,194.44,26.72,34.96,86.67,0,0,0,-0.4017,0.3345,1.3712,8.1,-1.1,6.3
873,-0.21,-1.69,-0.28,-2.0209,-0.4777,1.6267,-0.005,-0.0071,-0.0096,0,0.2,0.1,0.0099,-0.0338,-0.138,0.0259,0.0284,-0.1314,0,-0.056,-0.096,-0.002,-0.056,-0.079,49.47,10.55,-79.96,-1.39,15.25,-7.65,0,0,0,0.042958,-0.030886,0.062834,0.5,0.8,4.7
874,0.31,0.12,-1.84,-0.7261,1.9621,3.1947,0.0045,0.0042,0.0267,-0.5225,-0.3475,-0.3875,-0.0044,-0.0237,0.0223,-0.0158,-0.0116,-0.0598,0.043,-0.065,-0.144,0.028,0.001,-0.064,15.55,-33.34,54.79,-7.89,-10.63,37.58,0,0,0,0.0609,-0.4241,-0.4724,0.3,-7.1,-3.2
875,-0.68,0.41,-0.02,0.1426,0.6453,1.5333,0.0077,0.0134,0.0073,-0.1075,-0.6,-0.2725,-0.0195,0.0105,0.1564,0.0039,0.0109,0.0434,-0.017,0.015,0.085,-0.007,-0.004,-0.011,-24.8,-134.23,-190.94,-1.5,-23.68,-27.74,-0.36,0.16,0.81,-0.1,-0.11,-0.24,0.0672,-0.0057,0.3799
876,-0.32,0.58,-0.48,-0.2945,1.4635,0.7204,-0.0037,-0.0016,-0.0049,0.025,0.2,0.125,-0.0164,0.0712,0.0696,-0.0084,0.05,0.0417,-0.027,0.061,-0.016,-0.036,0.076,0.005,-17.82,-78.46,-64.84,1.56,-24.81,-11.19,0,0,0,-0.015634,-0.062424,0.143476,0.3,5.4,0.3
877,0.16,-1.2,-0.05,0.4281,0.4779,1.7844,-0.0085,-0.0167,-0.0087,-0.01,0.4225,-0.04,0.0288,0.0216,0.0953,0.028,0.0245,0.0145,0.048,0.054,0.098,0.017,0.016,0.027,-3.06,-25.91,-53.3,-10.57,-9.49,-25.9,0.46,1.32,4.6,0.01,0.18,0.18,2.9157,3.7229,3.2074
878,0.21,-0.49,-3.02,-1.917,-1.759,-2.1346,-0.0075,-0.0212,0.0186,0.235,0.2275,-1.1275,-0.0889,0.0021,-0.0284,-0.0235,0.0523,0.0575,-0.003,-0.067,0.034,-0.03,-0.054,0.106,45.09,75.6,96.16,1.61,34.99,49.13,0,0,0,0.2163,0.4155,-0.4183,-3.7,-4.6,-13
